time,temperature,resistance
2024-04-25 15:02:20.881555,35.2,87.7049
2024-04-25 15:02:21.287069,35.18,87.7055
2024-04-25 15:02:21.590409,35.2,87.7042
2024-04-25 15:02:21.996239,35.22,87.7057
2024-04-25 15:02:22.401630,35.26,87.7056
2024-04-25 15:02:22.704153,35.33,87.7111
2024-04-25 15:02:23.109912,35.4,87.7197
2024-04-25 15:02:23.511858,35.47,87.7272
2024-04-25 15:02:23.917032,35.53,87.7329
2024-04-25 15:02:24.220247,35.58,87.7395
2024-04-25 15:02:24.624942,35.65,87.7488
2024-04-25 15:02:25.030508,35.71,87.7561
2024-04-25 15:02:25.334460,35.76,87.7613
2024-04-25 15:02:25.739610,35.82,87.7709
2024-04-25 15:02:26.141116,35.89,87.7774
2024-04-25 15:02:26.443698,35.92,87.7808
2024-04-25 15:02:26.849182,35.98,87.7842
2024-04-25 15:02:27.254688,36.03,87.7918
2024-04-25 15:02:27.660998,36.08,87.7933
2024-04-25 15:02:27.963899,36.11,87.7948
2024-04-25 15:02:28.368600,36.16,87.8008
2024-04-25 15:02:28.770244,36.2,87.8046
2024-04-25 15:02:29.073393,36.22,87.8073
2024-04-25 15:02:29.479287,36.25,87.8037
2024-04-25 15:02:29.884648,36.28,87.806
2024-04-25 15:02:30.187367,36.29,87.8045
2024-04-25 15:02:30.593320,36.31,87.8042
2024-04-25 15:02:30.998939,36.31,87.801
2024-04-25 15:02:31.301869,36.32,87.8021
2024-04-25 15:02:31.707120,36.32,87.7925
2024-04-25 15:02:32.108846,36.32,87.7901
2024-04-25 15:02:32.514347,36.32,87.7873
2024-04-25 15:02:32.817084,36.31,87.7831
2024-04-25 15:02:33.222760,36.3,87.784
2024-04-25 15:02:33.628558,36.29,87.7779
2024-04-25 15:02:33.931449,36.29,87.7725
2024-04-25 15:02:34.337092,36.27,87.7678
2024-04-25 15:02:34.738434,36.26,87.7636
2024-04-25 15:02:35.044822,36.25,87.7601
