time,temperature,resistance
2024-04-29 14:02:22.402696,37.96,106.736
2024-04-29 14:02:22.808952,37.95,106.729
2024-04-29 14:02:23.213456,37.94,106.722
2024-04-29 14:02:23.615418,37.94,106.712
2024-04-29 14:02:23.922648,37.92,106.7
2024-04-29 14:02:24.324287,37.91,106.695
2024-04-29 14:02:24.729372,37.89,106.686
2024-04-29 14:02:25.032930,37.87,106.674
2024-04-29 14:02:25.437857,37.85,106.666
2024-04-29 14:02:25.843363,37.83,106.657
2024-04-29 14:02:26.146238,37.82,106.643
2024-04-29 14:02:26.552488,37.79,106.633
2024-04-29 14:02:26.957862,37.76,106.624
2024-04-29 14:02:27.362617,37.73,106.608
2024-04-29 14:02:27.666426,37.71,106.601
2024-04-29 14:02:28.071539,37.67,106.591
2024-04-29 14:02:28.473416,37.64,106.574
2024-04-29 14:02:28.780235,37.62,106.564
2024-04-29 14:02:29.181839,37.58,106.553
2024-04-29 14:02:29.587015,37.54,106.544
2024-04-29 14:02:29.993010,37.51,106.528
2024-04-29 14:02:30.295804,37.48,106.515
2024-04-29 14:02:30.701525,37.45,106.499
2024-04-29 14:02:31.106271,37.4,106.489
2024-04-29 14:02:31.409984,37.38,106.477
2024-04-29 14:02:31.815603,37.34,106.463
2024-04-29 14:02:32.221108,37.29,106.451
2024-04-29 14:02:32.523732,37.26,106.44
2024-04-29 14:02:32.929830,37.22,106.425
2024-04-29 14:02:33.335133,37.18,106.417
2024-04-29 14:02:33.736106,37.14,106.4
2024-04-29 14:02:34.043175,37.11,106.386
2024-04-29 14:02:34.445097,37.06,106.374
2024-04-29 14:02:34.850135,37.02,106.363
2024-04-29 14:02:35.153429,36.99,106.35
2024-04-29 14:02:35.558700,36.93,106.336
2024-04-29 14:02:35.964325,36.89,106.326
2024-04-29 14:02:36.369975,36.84,106.312
2024-04-29 14:02:36.672966,36.79,106.301
2024-04-29 14:02:37.078272,36.76,106.287
2024-04-29 14:02:37.484216,36.71,106.278
2024-04-29 14:02:37.786662,36.66,106.263
2024-04-29 14:02:38.192625,36.61,106.255
2024-04-29 14:02:38.598120,36.56,106.245
2024-04-29 14:02:38.901039,36.53,106.236
2024-04-29 14:02:39.306782,36.48,106.22
2024-04-29 14:02:39.707452,36.42,106.211
2024-04-29 14:02:40.113209,36.38,106.196
2024-04-29 14:02:40.416882,36.34,106.183
2024-04-29 14:02:40.822188,36.29,106.174
2024-04-29 14:02:41.227057,36.24,106.163
2024-04-29 14:02:41.530849,36.2,106.151
2024-04-29 14:02:41.935805,36.15,106.138
2024-04-29 14:02:42.341761,36.09,106.126
2024-04-29 14:02:42.746692,36.04,106.118
2024-04-29 14:02:43.050542,36.01,106.106
2024-04-29 14:02:43.455244,35.95,106.094
2024-04-29 14:02:43.860492,35.9,106.084
2024-04-29 14:02:44.164567,35.87,106.072
2024-04-29 14:02:44.569651,35.82,106.06
2024-04-29 14:02:44.971290,35.77,106.051
2024-04-29 14:02:45.274050,35.73,106.043
2024-04-29 14:02:45.680040,35.68,106.034
2024-04-29 14:02:46.084927,35.63,106.025
2024-04-29 14:02:46.491061,35.56,106.017
2024-04-29 14:02:46.794118,35.51,106.005
2024-04-29 14:02:47.199460,35.47,105.993
2024-04-29 14:02:47.604999,35.41,105.985
2024-04-29 14:02:47.908109,35.38,105.975
2024-04-29 14:02:48.313596,35.32,105.963
2024-04-29 14:02:48.718853,35.27,105.953
2024-04-29 14:02:49.021606,35.24,105.942
2024-04-29 14:02:49.427452,35.18,105.934
2024-04-29 14:02:49.828740,35.13,105.926
2024-04-29 14:02:50.234261,35.08,105.915
2024-04-29 14:02:50.537358,35.04,105.906
2024-04-29 14:02:50.943192,34.99,105.899
2024-04-29 14:02:51.348491,34.94,105.893
2024-04-29 14:02:51.651433,34.91,105.882
2024-04-29 14:02:52.056749,34.85,105.877
2024-04-29 14:02:52.462630,34.81,105.871
2024-04-29 14:02:52.867756,34.76,105.861
2024-04-29 14:02:53.171071,34.72,105.853
2024-04-29 14:02:53.576141,34.67,105.846
2024-04-29 14:02:53.981716,34.62,105.839
2024-04-29 14:02:54.284799,34.59,105.833
2024-04-29 14:02:54.690342,34.54,105.827
2024-04-29 14:02:55.092500,34.5,105.821
2024-04-29 14:02:55.398569,0.44,105.815
2024-04-29 14:02:55.800731,34.4,105.808
2024-04-29 14:02:56.205462,34.36,105.802
2024-04-29 14:02:56.611205,34.32,105.796
2024-04-29 14:02:56.914588,34.26,105.79
2024-04-29 14:02:57.320300,34.22,105.785
2024-04-29 14:02:57.725616,34.17,105.783
2024-04-29 14:02:58.028418,34.14,105.773
2024-04-29 14:02:58.434267,34.09,105.77
2024-04-29 14:02:58.839475,34.05,105.761
2024-04-29 14:02:59.245191,34.0,105.759
2024-04-29 14:02:59.548483,33.97,105.757
2024-04-29 14:02:59.953285,33.93,105.747
2024-04-29 14:03:00.354765,33.88,105.743
2024-04-29 14:03:00.662093,33.86,105.739
2024-04-29 14:03:01.063716,33.8,105.731
2024-04-29 14:03:01.469251,33.76,105.722
2024-04-29 14:03:01.772073,33.73,105.72
2024-04-29 14:03:02.177954,33.69,105.717
2024-04-29 14:03:02.583553,33.64,105.709
2024-04-29 14:03:02.988585,33.6,105.705
2024-04-29 14:03:03.291611,33.58,105.699
2024-04-29 14:03:03.697549,33.53,105.693
2024-04-29 14:03:04.102599,33.48,105.692
2024-04-29 14:03:04.405298,33.46,105.688
2024-04-29 14:03:04.811644,33.43,105.678
2024-04-29 14:03:05.213085,33.38,105.678
2024-04-29 14:03:05.618380,33.35,105.676
2024-04-29 14:03:05.921641,33.31,105.671
