time,temperature,resistance
2024-04-29 14:45:58.884215,29.97,104.0
2024-04-29 14:45:59.187345,29.97,104.0
2024-04-29 14:45:59.588800,29.99,103.999
2024-04-29 14:45:59.994745,30.03,104.002
2024-04-29 14:46:00.400293,30.09,104.003
2024-04-29 14:46:00.703091,30.12,104.006
2024-04-29 14:46:01.108185,30.18,104.015
2024-04-29 14:46:01.514332,30.25,104.023
2024-04-29 14:46:01.817366,30.29,104.029
2024-04-29 14:46:02.223152,30.35,104.035
2024-04-29 14:46:02.628382,30.42,104.045
2024-04-29 14:46:02.931531,30.46,104.053
2024-04-29 14:46:03.337068,30.52,104.057
2024-04-29 14:46:03.738438,30.59,104.068
2024-04-29 14:46:04.144320,30.65,104.075
2024-04-29 14:46:04.446921,30.69,104.082
2024-04-29 14:46:04.852693,30.76,104.088
2024-04-29 14:46:05.257377,30.81,104.095
2024-04-29 14:46:05.560932,30.87,104.103
2024-04-29 14:46:05.965843,30.9,104.111
2024-04-29 14:46:06.372241,30.95,104.117
2024-04-29 14:46:06.777818,31.0,104.121
2024-04-29 14:46:07.080219,31.06,104.128
2024-04-29 14:46:07.485913,31.1,104.132
2024-04-29 14:46:07.887923,31.15,104.135
2024-04-29 14:46:08.194326,31.17,104.139
2024-04-29 14:46:08.596416,31.21,104.145
2024-04-29 14:46:09.001757,31.24,104.146
2024-04-29 14:46:09.304026,31.26,104.148
2024-04-29 14:46:09.710239,31.29,104.151
2024-04-29 14:46:10.115800,31.32,104.153
2024-04-29 14:46:10.521009,31.34,104.153
2024-04-29 14:46:10.824402,31.35,104.157
2024-04-29 14:46:11.229961,31.36,104.154
2024-04-29 14:46:11.635215,31.38,104.153
2024-04-29 14:46:11.938173,31.39,104.152
2024-04-29 14:46:12.343718,31.39,104.151
2024-04-29 14:46:12.744811,31.4,104.149
2024-04-29 14:46:13.150798,31.41,104.147
2024-04-29 14:46:13.453138,31.42,104.146
2024-04-29 14:46:13.859144,31.42,104.143
2024-04-29 14:46:14.264842,31.43,104.142
2024-04-29 14:46:14.567842,31.43,104.139
2024-04-29 14:46:14.973485,31.43,104.137
2024-04-29 14:46:15.378561,31.44,104.134
2024-04-29 14:46:15.681398,31.44,104.135
2024-04-29 14:46:16.086763,31.44,104.131
2024-04-29 14:46:16.493151,31.44,104.128
2024-04-29 14:46:16.898121,31.43,104.123
2024-04-29 14:46:17.201233,31.43,104.122
2024-04-29 14:46:17.602380,31.43,104.119
2024-04-29 14:46:18.008721,31.42,104.114
2024-04-29 14:46:18.311556,31.42,104.113
2024-04-29 14:46:18.717450,31.42,104.112
2024-04-29 14:46:19.122127,31.41,104.107
2024-04-29 14:46:19.527492,31.4,104.102
2024-04-29 14:46:19.831286,31.4,104.099
2024-04-29 14:46:20.236369,31.4,104.098
2024-04-29 14:46:20.642080,31.39,104.095
2024-04-29 14:46:20.945249,31.38,104.09
2024-04-29 14:46:21.350571,31.38,104.088
2024-04-29 14:46:21.755433,31.37,104.083
2024-04-29 14:46:22.059052,31.36,104.081
2024-04-29 14:46:22.464518,31.35,104.079
2024-04-29 14:46:22.866352,31.34,104.074
2024-04-29 14:46:23.271593,31.33,104.072
2024-04-29 14:46:23.574534,31.32,104.073
2024-04-29 14:46:23.980285,31.31,104.071
2024-04-29 14:46:24.385869,31.3,104.068
2024-04-29 14:46:24.688186,31.29,104.065
2024-04-29 14:46:25.094357,31.28,104.063
2024-04-29 14:46:25.499899,31.27,104.057
2024-04-29 14:46:25.904832,31.25,104.056
2024-04-29 14:46:26.208550,31.24,104.051
2024-04-29 14:46:26.613973,31.23,104.051
2024-04-29 14:46:27.014965,31.23,104.047
2024-04-29 14:46:27.322258,31.22,104.044
2024-04-29 14:46:27.723876,31.2,104.044
2024-04-29 14:46:28.129345,31.19,104.039
2024-04-29 14:46:28.432193,31.18,104.039
2024-04-29 14:46:28.837836,31.17,104.033
2024-04-29 14:46:29.242792,31.16,104.029
2024-04-29 14:46:29.648800,31.13,104.027
2024-04-29 14:46:29.951453,31.13,104.026
2024-04-29 14:46:30.357381,31.11,104.022
2024-04-29 14:46:30.763085,31.1,104.02
2024-04-29 14:46:31.065599,31.08,104.015
2024-04-29 14:46:31.471397,31.07,104.013
2024-04-29 14:46:31.876912,31.05,104.011
2024-04-29 14:46:32.179778,31.04,104.008
2024-04-29 14:46:32.585346,31.03,104.006
2024-04-29 14:46:32.987016,31.02,104.001
2024-04-29 14:46:33.392713,31.0,104.0
2024-04-29 14:46:33.695705,30.99,103.999
2024-04-29 14:46:34.100560,30.97,103.995
2024-04-29 14:46:34.506508,30.96,103.994
2024-04-29 14:46:34.809476,30.95,103.99
2024-04-29 14:46:35.214765,30.93,103.988
2024-04-29 14:46:35.620684,30.91,103.985
2024-04-29 14:46:36.025371,30.9,103.983
2024-04-29 14:46:36.329090,30.89,103.982
2024-04-29 14:46:36.734757,30.88,103.98
2024-04-29 14:46:37.136553,30.86,103.983
2024-04-29 14:46:37.442962,30.85,103.979
2024-04-29 14:46:37.844889,30.83,103.974
2024-04-29 14:46:38.249694,30.82,103.976
2024-04-29 14:46:38.655733,30.81,103.973
2024-04-29 14:46:38.958925,30.79,103.973
2024-04-29 14:46:39.364562,30.78,103.97
2024-04-29 14:46:39.769265,30.76,103.967
2024-04-29 14:46:40.072742,30.75,103.967
2024-04-29 14:46:40.478316,30.73,103.966
2024-04-29 14:46:40.883658,30.72,103.963
2024-04-29 14:46:41.186333,30.71,103.962
2024-04-29 14:46:41.592369,30.69,103.956
2024-04-29 14:46:41.993918,30.68,103.954
2024-04-29 14:46:42.398828,30.66,103.956
2024-04-29 14:46:42.702573,30.64,103.952
2024-04-29 14:46:43.108478,30.63,103.949
2024-04-29 14:46:43.513542,30.62,103.947
2024-04-29 14:46:43.816262,30.6,103.946
2024-04-29 14:46:44.222014,30.59,103.944
2024-04-29 14:46:44.627584,30.57,103.944
2024-04-29 14:46:44.930279,30.56,103.943
2024-04-29 14:46:45.335804,30.54,103.938
2024-04-29 14:46:45.741357,30.53,103.936
2024-04-29 14:46:46.146298,30.5,103.935
2024-04-29 14:46:46.449548,30.5,103.936
2024-04-29 14:46:46.853218,30.49,103.933
2024-04-29 14:46:47.257032,30.47,103.929
2024-04-29 14:46:47.560071,30.46,103.931
2024-04-29 14:46:47.965656,30.44,103.929
2024-04-29 14:46:48.370658,30.43,103.928
2024-04-29 14:46:48.776603,30.42,103.926
2024-04-29 14:46:49.079781,30.41,103.927
2024-04-29 14:46:49.484975,30.39,103.927
2024-04-29 14:46:49.890491,30.37,103.924
2024-04-29 14:46:50.193513,30.36,103.924
2024-04-29 14:46:50.598765,30.35,103.923
2024-04-29 14:46:51.000198,30.33,103.919
2024-04-29 14:46:51.307519,0.32,103.917
2024-04-29 14:46:51.709180,30.31,103.918
2024-04-29 14:46:52.114857,30.3,103.916
2024-04-29 14:46:52.519513,30.28,103.917
2024-04-29 14:46:52.823272,30.27,103.914
2024-04-29 14:46:53.228716,30.25,103.913
2024-04-29 14:46:53.634188,30.24,103.912
2024-04-29 14:46:53.937403,30.23,103.913
2024-04-29 14:46:54.342786,30.22,103.912
2024-04-29 14:46:54.747815,30.2,103.909
2024-04-29 14:46:55.149793,30.19,103.91
2024-04-29 14:46:55.456537,30.17,103.906
2024-04-29 14:46:55.858362,30.16,103.905
2024-04-29 14:46:56.263742,30.15,103.902
2024-04-29 14:46:56.566724,30.15,103.9
2024-04-29 14:46:56.972250,30.13,103.899
2024-04-29 14:46:57.378053,30.12,103.9
2024-04-29 14:46:57.680817,30.12,103.9
2024-04-29 14:46:58.086287,30.12,103.9
2024-04-29 14:46:58.491812,30.12,103.903
2024-04-29 14:46:58.897353,30.13,103.899
2024-04-29 14:46:59.200555,30.14,103.904
2024-04-29 14:46:59.605347,30.17,103.902
2024-04-29 14:47:00.007420,30.21,103.906
2024-04-29 14:47:00.310325,30.22,103.913
2024-04-29 14:47:00.715647,30.25,103.915
2024-04-29 14:47:01.120984,30.28,103.921
2024-04-29 14:47:01.526651,30.32,103.923
2024-04-29 14:47:01.830293,30.35,103.93
2024-04-29 14:47:02.235648,30.38,103.933
2024-04-29 14:47:02.641043,30.41,103.935
2024-04-29 14:47:02.943679,30.43,103.942
2024-04-29 14:47:03.349888,30.46,103.945
2024-04-29 14:47:03.755002,30.49,103.949
2024-04-29 14:47:04.057888,30.52,103.951
2024-04-29 14:47:04.459695,30.55,103.959
2024-04-29 14:47:04.864525,30.58,103.961
2024-04-29 14:47:05.270713,30.62,103.963
2024-04-29 14:47:05.573711,30.64,103.968
2024-04-29 14:47:05.978995,30.66,103.975
2024-04-29 14:47:06.384082,30.71,103.976
2024-04-29 14:47:06.687599,30.73,103.983
2024-04-29 14:47:07.092752,30.77,103.983
2024-04-29 14:47:07.498344,30.8,103.987
2024-04-29 14:47:07.900161,30.83,103.991
2024-04-29 14:47:08.207348,30.85,103.995
2024-04-29 14:47:08.608528,30.88,103.997
2024-04-29 14:47:09.013462,30.91,103.998
2024-04-29 14:47:09.317320,30.93,104.001
2024-04-29 14:47:09.722823,30.96,104.004
2024-04-29 14:47:10.128225,30.99,104.009
2024-04-29 14:47:10.431206,31.02,104.011
2024-04-29 14:47:10.836762,31.05,104.015
2024-04-29 14:47:11.242025,31.08,104.017
2024-04-29 14:47:11.648071,31.09,104.019
2024-04-29 14:47:11.951047,31.12,104.02
2024-04-29 14:47:12.356248,31.15,104.022
2024-04-29 14:47:12.757974,31.18,104.029
2024-04-29 14:47:13.064699,31.19,104.028
2024-04-29 14:47:13.466784,31.22,104.031
2024-04-29 14:47:13.871916,31.23,104.03
2024-04-29 14:47:14.277409,31.26,104.032
2024-04-29 14:47:14.580782,31.27,104.033
2024-04-29 14:47:14.986069,31.29,104.031
2024-04-29 14:47:15.391552,31.31,104.039
2024-04-29 14:47:15.694182,31.32,104.037
2024-04-29 14:47:16.099365,31.34,104.033
2024-04-29 14:47:16.505216,31.35,104.035
2024-04-29 14:47:16.808544,31.37,104.04
2024-04-29 14:47:17.213344,31.38,104.037
2024-04-29 14:47:17.615774,31.39,104.04
2024-04-29 14:47:18.020624,31.4,104.037
2024-04-29 14:47:18.324026,31.41,104.035
2024-04-29 14:47:18.729683,31.42,104.037
2024-04-29 14:47:19.134864,31.43,104.035
2024-04-29 14:47:19.437707,31.43,104.036
2024-04-29 14:47:19.843668,31.44,104.035
2024-04-29 14:47:20.248675,31.44,104.031
2024-04-29 14:47:20.650730,31.45,104.032
2024-04-29 14:47:20.957441,31.45,104.032
2024-04-29 14:47:21.358614,31.45,104.032
2024-04-29 14:47:21.764811,31.45,104.028
2024-04-29 14:47:22.067798,31.45,104.027
2024-04-29 14:47:22.473012,31.45,104.026
2024-04-29 14:47:22.878619,31.45,104.023
2024-04-29 14:47:23.181572,31.44,104.023
2024-04-29 14:47:23.587033,31.44,104.02
2024-04-29 14:47:23.992881,31.43,104.017
2024-04-29 14:47:24.398137,31.42,104.019
2024-04-29 14:47:24.701220,31.42,104.017
2024-04-29 14:47:25.106331,31.41,104.014
2024-04-29 14:47:25.507505,31.4,104.011
2024-04-29 14:47:25.815239,31.4,104.012
2024-04-29 14:47:26.216488,31.39,104.007
2024-04-29 14:47:26.622563,31.38,104.006
2024-04-29 14:47:27.027944,31.37,104.003
2024-04-29 14:47:27.330840,31.36,104.003
2024-04-29 14:47:27.736022,31.36,103.998
2024-04-29 14:47:28.141771,31.34,103.999
2024-04-29 14:47:28.444953,31.34,103.996
2024-04-29 14:47:28.849989,31.32,103.992
2024-04-29 14:47:29.255500,31.31,103.991
2024-04-29 14:47:29.558425,31.3,103.988
2024-04-29 14:47:29.963941,31.29,103.986
