time,temperature,resistance
2024-04-29 14:19:49.461844,31.93,105.057
2024-04-29 14:19:49.866643,31.94,105.054
2024-04-29 14:19:50.169887,31.96,105.056
2024-04-29 14:19:50.575897,32.0,105.057
2024-04-29 14:19:50.977132,32.05,105.061
2024-04-29 14:19:51.280353,32.09,105.065
2024-04-29 14:19:51.685911,32.15,105.069
2024-04-29 14:19:52.091466,32.2,105.076
2024-04-29 14:19:52.496339,32.27,105.084
2024-04-29 14:19:52.800123,32.31,105.093
2024-04-29 14:19:53.205181,32.38,105.1
2024-04-29 14:19:53.610852,32.46,105.112
2024-04-29 14:19:53.913589,32.5,105.12
2024-04-29 14:19:54.319664,32.57,105.129
2024-04-29 14:19:54.724995,32.65,105.138
2024-04-29 14:19:55.027417,32.72,105.15
2024-04-29 14:19:55.433186,32.79,105.159
2024-04-29 14:19:55.835690,32.87,105.168
2024-04-29 14:19:56.240573,32.93,105.176
2024-04-29 14:19:56.542756,33.0,105.188
2024-04-29 14:19:56.949194,33.08,105.2
2024-04-29 14:19:57.354725,33.16,105.21
2024-04-29 14:19:57.657643,33.22,105.223
2024-04-29 14:19:58.063078,33.3,105.235
2024-04-29 14:19:58.468488,33.38,105.242
2024-04-29 14:19:58.770996,33.44,105.254
2024-04-29 14:19:59.177107,33.52,105.266
2024-04-29 14:19:59.582620,33.6,105.278
2024-04-29 14:19:59.983876,33.68,105.284
2024-04-29 14:20:00.291121,33.73,105.298
2024-04-29 14:20:00.692165,33.81,105.31
2024-04-29 14:20:01.097964,33.9,105.321
2024-04-29 14:20:01.400891,33.95,105.332
2024-04-29 14:20:01.806643,34.02,105.345
2024-04-29 14:20:02.211976,34.1,105.355
2024-04-29 14:20:02.617747,34.18,105.369
2024-04-29 14:20:02.920589,34.23,105.381
2024-04-29 14:20:03.325946,34.31,105.389
2024-04-29 14:20:03.731790,34.39,105.4
2024-04-29 14:20:04.034847,34.46,105.409
2024-04-29 14:20:04.440233,34.51,105.421
2024-04-29 14:20:04.841008,34.58,105.43
2024-04-29 14:20:05.148223,0.65,105.441
2024-04-29 14:20:05.549809,34.71,105.453
2024-04-29 14:20:05.955469,34.78,105.46
2024-04-29 14:20:06.361444,34.85,105.468
2024-04-29 14:20:06.663896,34.89,105.475
2024-04-29 14:20:07.069597,34.95,105.485
2024-04-29 14:20:07.475518,35.01,105.493
2024-04-29 14:20:07.778352,35.04,105.501
2024-04-29 14:20:08.183990,35.1,105.505
2024-04-29 14:20:08.589335,35.15,105.513
2024-04-29 14:20:08.994155,35.2,105.521
2024-04-29 14:20:09.298029,35.24,105.524
2024-04-29 14:20:09.699386,35.28,105.529
2024-04-29 14:20:10.104124,35.32,105.533
2024-04-29 14:20:10.407871,35.34,105.536
2024-04-29 14:20:10.813434,35.39,105.539
2024-04-29 14:20:11.218727,35.43,105.544
2024-04-29 14:20:11.521754,35.45,105.545
2024-04-29 14:20:11.927409,35.48,105.548
2024-04-29 14:20:12.332590,35.5,105.554
2024-04-29 14:20:12.738357,35.53,105.548
2024-04-29 14:20:13.041069,35.54,105.548
2024-04-29 14:20:13.446969,35.56,105.542
2024-04-29 14:20:13.848561,35.59,105.546
2024-04-29 14:20:14.155230,35.6,105.544
2024-04-29 14:20:14.556856,35.61,105.541
2024-04-29 14:20:14.962595,35.62,105.539
2024-04-29 14:20:15.368101,35.63,105.535
2024-04-29 14:20:15.671019,35.63,105.531
2024-04-29 14:20:16.076981,35.64,105.53
2024-04-29 14:20:16.482145,35.64,105.525
2024-04-29 14:20:16.786298,35.64,105.518
2024-04-29 14:20:17.190176,35.64,105.516
2024-04-29 14:20:17.595959,35.63,105.512
2024-04-29 14:20:17.898940,35.62,105.505
2024-04-29 14:20:18.304107,35.61,105.501
2024-04-29 14:20:18.706188,35.6,105.493
2024-04-29 14:20:19.111113,35.59,105.486
2024-04-29 14:20:19.414842,35.59,105.48
2024-04-29 14:20:19.820094,35.56,105.474
2024-04-29 14:20:20.225213,35.54,105.467
2024-04-29 14:20:20.528641,35.53,105.461
2024-04-29 14:20:20.934258,35.51,105.457
2024-04-29 14:20:21.339192,35.49,105.45
2024-04-29 14:20:21.745275,35.47,105.44
2024-04-29 14:20:22.047940,35.46,105.434
2024-04-29 14:20:22.453709,35.44,105.428
2024-04-29 14:20:22.855393,35.41,105.419
2024-04-29 14:20:23.161769,35.39,105.414
2024-04-29 14:20:23.563792,35.36,105.407
2024-04-29 14:20:23.969241,35.34,105.397
2024-04-29 14:20:24.272115,35.31,105.392
2024-04-29 14:20:24.677263,35.28,105.383
2024-04-29 14:20:25.082637,35.26,105.373
2024-04-29 14:20:25.488224,35.24,105.366
2024-04-29 14:20:25.791825,35.21,105.358
2024-04-29 14:20:26.197462,35.19,105.352
2024-04-29 14:20:26.602726,35.16,105.342
2024-04-29 14:20:26.906153,35.14,105.34
2024-04-29 14:20:27.311413,35.11,105.327
2024-04-29 14:20:27.712932,35.09,105.32
2024-04-29 14:20:28.118473,35.06,105.314
2024-04-29 14:20:28.421580,35.04,105.308
2024-04-29 14:20:28.826996,35.02,105.303
2024-04-29 14:20:29.232579,35.0,105.296
2024-04-29 14:20:29.534804,34.98,105.288
2024-04-29 14:20:29.940786,34.96,105.28
2024-04-29 14:20:30.346549,34.93,105.28
2024-04-29 14:20:30.649293,34.92,105.275
2024-04-29 14:20:31.054969,34.89,105.27
2024-04-29 14:20:31.459760,34.87,105.263
2024-04-29 14:20:31.861958,34.85,105.26
2024-04-29 14:20:32.168733,34.84,105.256
2024-04-29 14:20:32.570645,34.82,105.248
2024-04-29 14:20:32.975690,34.81,105.247
2024-04-29 14:20:33.279188,34.79,105.242
2024-04-29 14:20:33.683972,34.78,105.238
2024-04-29 14:20:34.090346,34.77,105.237
2024-04-29 14:20:34.495361,34.75,105.235
2024-04-29 14:20:34.798700,34.74,105.229
2024-04-29 14:20:35.203492,34.73,105.226
2024-04-29 14:20:35.608758,34.72,105.227
2024-04-29 14:20:35.912484,34.72,105.223
2024-04-29 14:20:36.317986,34.71,105.223
2024-04-29 14:20:36.719768,34.7,105.221
2024-04-29 14:20:37.125054,34.7,105.222
2024-04-29 14:20:37.428370,34.7,105.216
2024-04-29 14:20:37.833382,34.7,105.214
2024-04-29 14:20:38.239294,34.69,105.219
2024-04-29 14:20:38.542235,34.69,105.212
2024-04-29 14:20:38.947783,34.69,105.21
2024-04-29 14:20:39.353364,34.69,105.213
2024-04-29 14:20:39.656062,34.69,105.213
2024-04-29 14:20:40.061046,34.7,105.213
2024-04-29 14:20:40.463266,34.7,105.212
2024-04-29 14:20:40.868882,34.7,105.213
2024-04-29 14:20:41.171788,34.7,105.212
2024-04-29 14:20:41.577147,34.7,105.212
2024-04-29 14:20:41.982407,34.71,105.212
2024-04-29 14:20:42.285880,34.72,105.217
2024-04-29 14:20:42.691336,34.72,105.213
2024-04-29 14:20:43.096778,34.73,105.214
2024-04-29 14:20:43.399813,34.73,105.211
2024-04-29 14:20:43.804637,34.74,105.216
2024-04-29 14:20:44.210580,34.75,105.217
2024-04-29 14:20:44.612361,34.76,105.219
2024-04-29 14:20:44.914960,34.77,105.219
2024-04-29 14:20:45.320762,34.78,105.218
2024-04-29 14:20:45.726018,34.79,105.221
2024-04-29 14:20:46.028818,34.8,105.225
2024-04-29 14:20:46.434942,34.81,105.225
2024-04-29 14:20:46.840288,34.82,105.228
2024-04-29 14:20:47.245765,34.83,105.227
2024-04-29 14:20:47.549089,34.84,105.228
2024-04-29 14:20:47.953669,34.84,105.231
2024-04-29 14:20:48.355317,34.85,105.231
2024-04-29 14:20:48.662850,34.86,105.233
2024-04-29 14:20:49.064474,34.87,105.236
2024-04-29 14:20:49.469329,34.89,105.237
2024-04-29 14:20:49.772679,34.89,105.239
2024-04-29 14:20:50.177973,34.91,105.238
2024-04-29 14:20:50.583896,34.92,105.238
2024-04-29 14:20:50.989042,34.94,105.241
2024-04-29 14:20:51.292505,34.94,105.243
2024-04-29 14:20:51.697899,34.95,105.242
2024-04-29 14:20:52.102693,34.96,105.245
2024-04-29 14:20:52.406472,34.98,105.25
2024-04-29 14:20:52.811853,34.98,105.249
2024-04-29 14:20:53.213501,35.0,105.249
2024-04-29 14:20:53.619091,35.0,105.253
2024-04-29 14:20:53.922049,35.01,105.251
2024-04-29 14:20:54.327622,35.02,105.253
2024-04-29 14:20:54.733085,35.03,105.254
2024-04-29 14:20:55.035927,35.03,105.254
2024-04-29 14:20:55.441755,35.04,105.251
2024-04-29 14:20:55.847182,35.05,105.254
2024-04-29 14:20:56.149986,35.05,105.258
2024-04-29 14:20:56.555790,35.06,105.258
2024-04-29 14:20:56.957239,35.07,105.256
2024-04-29 14:20:57.362439,35.07,105.258
2024-04-29 14:20:57.665667,35.08,105.26
2024-04-29 14:20:58.071397,35.1,105.256
2024-04-29 14:20:58.476697,35.1,105.257
2024-04-29 14:20:58.779462,35.11,105.261
2024-04-29 14:20:59.185038,35.11,105.258
2024-04-29 14:20:59.590779,35.11,105.261
2024-04-29 14:20:59.996061,35.12,105.261
2024-04-29 14:21:00.298555,35.12,105.259
2024-04-29 14:21:00.704545,35.12,105.259
2024-04-29 14:21:01.106159,35.13,105.261
2024-04-29 14:21:01.413071,35.12,105.257
2024-04-29 14:21:01.815455,35.13,105.258
2024-04-29 14:21:02.220102,35.13,105.259
2024-04-29 14:21:02.522690,35.13,105.258
2024-04-29 14:21:02.928389,35.13,105.255
2024-04-29 14:21:03.334328,35.13,105.255
2024-04-29 14:21:03.739512,35.13,105.256
2024-04-29 14:21:04.042425,35.14,105.255
2024-04-29 14:21:04.447949,35.13,105.254
2024-04-29 14:21:04.853564,35.13,105.256
2024-04-29 14:21:05.156472,35.13,105.249
2024-04-29 14:21:05.562075,35.13,105.25
2024-04-29 14:21:05.963668,35.12,105.249
2024-04-29 14:21:06.369335,35.12,105.252
2024-04-29 14:21:06.672002,35.12,105.249
2024-04-29 14:21:07.078251,35.12,105.247
2024-04-29 14:21:07.483217,35.11,105.244
2024-04-29 14:21:07.786572,35.11,105.246
2024-04-29 14:21:08.191374,35.11,105.242
2024-04-29 14:21:08.596861,35.1,105.243
2024-04-29 14:21:08.900225,35.1,105.242
2024-04-29 14:21:09.305975,35.1,105.241
2024-04-29 14:21:09.707497,35.09,105.237
2024-04-29 14:21:10.112173,35.08,105.241
2024-04-29 14:21:10.416135,35.08,105.238
2024-04-29 14:21:10.821599,35.07,105.237
2024-04-29 14:21:11.227159,35.06,105.238
2024-04-29 14:21:11.529895,35.06,105.234
2024-04-29 14:21:11.935579,35.06,105.234
2024-04-29 14:21:12.341033,35.05,105.232
2024-04-29 14:21:12.745887,35.05,105.235
2024-04-29 14:21:13.049250,35.04,105.229
2024-04-29 14:21:13.454444,35.04,105.229
2024-04-29 14:21:13.856226,35.04,105.228
2024-04-29 14:21:14.163481,35.03,105.226
2024-04-29 14:21:14.565153,35.03,105.227
2024-04-29 14:21:14.970305,35.02,105.226
2024-04-29 14:21:15.273028,35.03,105.225
2024-04-29 14:21:15.679189,35.02,105.221
2024-04-29 14:21:16.084589,35.02,105.222
2024-04-29 14:21:16.490239,35.01,105.22
2024-04-29 14:21:16.792738,35.01,105.223
2024-04-29 14:21:17.198602,35.01,105.221
2024-04-29 14:21:17.603882,35.0,105.219
2024-04-29 14:21:17.907125,35.0,105.222
2024-04-29 14:21:18.308758,35.0,105.215
2024-04-29 14:21:18.714138,34.99,105.215
2024-04-29 14:21:19.119540,34.99,105.22
2024-04-29 14:21:19.422545,34.99,105.217
2024-04-29 14:21:19.828298,34.99,105.215
2024-04-29 14:21:20.233221,34.98,105.216
2024-04-29 14:21:20.536671,34.98,105.213
2024-04-29 14:21:20.941666,34.98,105.215
2024-04-29 14:21:21.347627,34.97,105.212
2024-04-29 14:21:21.650827,34.98,105.213
2024-04-29 14:21:22.056205,34.97,105.215
2024-04-29 14:21:22.457865,34.97,105.21
2024-04-29 14:21:22.863262,34.97,105.21
2024-04-29 14:21:23.166285,34.97,105.213
2024-04-29 14:21:23.571802,34.97,105.209
2024-04-29 14:21:23.977158,34.96,105.212
2024-04-29 14:21:24.280185,34.96,105.207
2024-04-29 14:21:24.685963,34.96,105.211
2024-04-29 14:21:25.090659,34.96,105.209
2024-04-29 14:21:25.496735,34.96,105.212
2024-04-29 14:21:25.799940,34.96,105.209
2024-04-29 14:21:26.205042,34.96,105.208
2024-04-29 14:21:26.606824,34.96,105.208
2024-04-29 14:21:26.909842,34.96,105.21
2024-04-29 14:21:27.315301,34.96,105.208
2024-04-29 14:21:27.721053,34.96,105.207
2024-04-29 14:21:28.024011,34.95,105.208
2024-04-29 14:21:28.429356,34.96,105.207
2024-04-29 14:21:28.834981,34.96,105.205
2024-04-29 14:21:29.239955,34.96,105.208
2024-04-29 14:21:29.543603,34.96,105.206
2024-04-29 14:21:29.949117,34.96,105.205
2024-04-29 14:21:30.350541,34.96,105.207
2024-04-29 14:21:30.657302,34.96,105.206
2024-04-29 14:21:31.060984,34.96,105.204
2024-04-29 14:21:31.464106,34.96,105.203
2024-04-29 14:21:31.869398,34.96,105.207
2024-04-29 14:21:32.173280,34.96,105.206
2024-04-29 14:21:32.578644,34.96,105.204
2024-04-29 14:21:32.983895,34.96,105.206
2024-04-29 14:21:33.286449,34.96,105.207
2024-04-29 14:21:33.692481,34.97,105.205
2024-04-29 14:21:34.098621,34.96,105.204
2024-04-29 14:21:34.400779,34.97,105.208
2024-04-29 14:21:34.806313,34.97,105.208
2024-04-29 14:21:35.207578,34.97,105.205
2024-04-29 14:21:35.613406,34.98,105.207
2024-04-29 14:21:35.916780,34.98,105.211
2024-04-29 14:21:36.321701,34.98,105.207
2024-04-29 14:21:36.727864,34.98,105.206
2024-04-29 14:21:37.030749,34.98,105.206
2024-04-29 14:21:37.435628,34.98,105.203
2024-04-29 14:21:37.842025,34.99,105.204
2024-04-29 14:21:38.247017,34.98,105.208
2024-04-29 14:21:38.550141,34.99,105.21
2024-04-29 14:21:38.955586,34.99,105.204
2024-04-29 14:21:39.356657,34.99,105.208
2024-04-29 14:21:39.660301,34.99,105.206
2024-04-29 14:21:40.065833,35.0,105.205
2024-04-29 14:21:40.470747,35.0,105.204
2024-04-29 14:21:40.773934,35.0,105.209
2024-04-29 14:21:41.179903,35.0,105.209
2024-04-29 14:21:41.584750,35.0,105.207
2024-04-29 14:21:41.990709,35.01,105.206
2024-04-29 14:21:42.293789,35.01,105.209
2024-04-29 14:21:42.699101,35.01,105.206
2024-04-29 14:21:43.100917,35.01,105.205
2024-04-29 14:21:43.403542,35.01,105.208
2024-04-29 14:21:43.809279,35.01,105.209
2024-04-29 14:21:44.215661,35.01,105.207
2024-04-29 14:21:44.620209,35.01,105.208
2024-04-29 14:21:44.923437,35.01,105.21
2024-04-29 14:21:45.328799,35.01,105.208
2024-04-29 14:21:45.734567,35.02,105.209
2024-04-29 14:21:46.037469,35.02,105.21
2024-04-29 14:21:46.442442,35.02,105.208
2024-04-29 14:21:46.844516,35.01,105.206
2024-04-29 14:21:47.151284,35.02,105.206
2024-04-29 14:21:47.552873,35.02,105.21
2024-04-29 14:21:47.958533,35.02,105.207
2024-04-29 14:21:48.364072,35.02,105.207
2024-04-29 14:21:48.666586,35.02,105.208
2024-04-29 14:21:49.072500,35.02,105.206
2024-04-29 14:21:49.478040,35.02,105.205
2024-04-29 14:21:49.780421,35.02,105.207
2024-04-29 14:21:50.185891,35.02,105.204
2024-04-29 14:21:50.591847,35.02,105.205
2024-04-29 14:21:50.993489,35.03,105.207
2024-04-29 14:21:51.300379,35.02,105.209
2024-04-29 14:21:51.701546,35.02,105.204
2024-04-29 14:21:52.107726,35.02,105.204
2024-04-29 14:21:52.410543,35.02,105.207
2024-04-29 14:21:52.816212,35.02,105.205
2024-04-29 14:21:53.220889,35.02,105.204
2024-04-29 14:21:53.524268,35.02,105.205
2024-04-29 14:21:53.929632,35.02,105.205
2024-04-29 14:21:54.335379,35.02,105.202
2024-04-29 14:21:54.740575,35.02,105.204
2024-04-29 14:21:55.044076,35.01,105.206
2024-04-29 14:21:55.445432,35.02,105.206
2024-04-29 14:21:55.850627,35.01,105.205
2024-04-29 14:21:56.154224,35.02,105.206
2024-04-29 14:21:56.559607,35.01,105.205
2024-04-29 14:21:56.965288,35.02,105.204
2024-04-29 14:21:57.370506,35.01,105.202
2024-04-29 14:21:57.673839,35.01,105.203
2024-04-29 14:21:58.078928,35.01,105.201
2024-04-29 14:21:58.484816,35.01,105.203
2024-04-29 14:21:58.787560,35.01,105.203
2024-04-29 14:21:59.193121,35.01,105.201
2024-04-29 14:21:59.594637,35.01,105.2
2024-04-29 14:21:59.901685,35.01,105.202
2024-04-29 14:22:00.302820,35.0,105.199
2024-04-29 14:22:00.708704,35.0,105.198
2024-04-29 14:22:01.113767,35.0,105.198
2024-04-29 14:22:01.417386,35.01,105.202
2024-04-29 14:22:01.822564,35.01,105.2
2024-04-29 14:22:02.228402,35.0,105.2
2024-04-29 14:22:02.531168,35.01,105.202
2024-04-29 14:22:02.936592,35.0,105.202
2024-04-29 14:22:03.338664,35.0,105.198
2024-04-29 14:22:03.743757,35.01,105.201
2024-04-29 14:22:04.046362,35.01,105.199
2024-04-29 14:22:04.452276,35.0,105.199
2024-04-29 14:22:04.857758,35.0,105.196
2024-04-29 14:22:05.160170,35.0,105.199
2024-04-29 14:22:05.566249,35.0,105.196
2024-04-29 14:22:05.971574,35.01,105.196
2024-04-29 14:22:06.274310,35.0,105.196
2024-04-29 14:22:06.680142,35.0,105.194
2024-04-29 14:22:07.081712,35.0,105.194
2024-04-29 14:22:07.487258,35.0,105.194
2024-04-29 14:22:07.790396,35.0,105.195
2024-04-29 14:22:08.195151,35.0,105.192
2024-04-29 14:22:08.601450,35.0,105.193
2024-04-29 14:22:08.904252,35.0,105.193
2024-04-29 14:22:09.309811,35.0,105.19
2024-04-29 14:22:09.715442,35.0,105.189
2024-04-29 14:22:10.120362,34.99,105.193
2024-04-29 14:22:10.423308,35.0,105.191
2024-04-29 14:22:10.825565,34.99,105.19
2024-04-29 14:22:11.230859,35.0,105.19
2024-04-29 14:22:11.533963,34.99,105.188
2024-04-29 14:22:11.939539,34.99,105.193
2024-04-29 14:22:12.344259,34.99,105.19
2024-04-29 14:22:12.647708,34.99,105.187
2024-04-29 14:22:13.053697,34.99,105.19
2024-04-29 14:22:13.458805,34.99,105.19
2024-04-29 14:22:13.864088,34.99,105.191
2024-04-29 14:22:14.167413,34.99,105.192
2024-04-29 14:22:14.573486,34.99,105.189
2024-04-29 14:22:14.974559,34.99,105.19
2024-04-29 14:22:15.276967,34.99,105.19
2024-04-29 14:22:15.683055,34.98,105.189
2024-04-29 14:22:16.088618,34.99,105.188
2024-04-29 14:22:16.493596,34.99,105.186
2024-04-29 14:22:16.796615,34.98,105.187
2024-04-29 14:22:17.202029,34.98,105.186
2024-04-29 14:22:17.608098,34.98,105.185
2024-04-29 14:22:17.910825,34.98,105.187
2024-04-29 14:22:18.316607,34.98,105.187
2024-04-29 14:22:18.721909,34.98,105.186
2024-04-29 14:22:19.025064,34.98,105.186
2024-04-29 14:22:19.426830,34.99,105.187
2024-04-29 14:22:19.832273,34.98,105.185
2024-04-29 14:22:20.237185,34.98,105.187
2024-04-29 14:22:20.540274,34.98,105.188
2024-04-29 14:22:20.946332,34.98,105.187
2024-04-29 14:22:21.351852,34.99,105.187
2024-04-29 14:22:21.654579,34.99,105.188
2024-04-29 14:22:22.060839,34.98,105.189
2024-04-29 14:22:22.465864,34.99,105.187
2024-04-29 14:22:22.870832,34.99,105.188
2024-04-29 14:22:23.174060,34.99,105.186
2024-04-29 14:22:23.575857,34.99,105.186
2024-04-29 14:22:23.981149,35.0,105.186
2024-04-29 14:22:24.284084,34.99,105.185
2024-04-29 14:22:24.689034,34.99,105.185
2024-04-29 14:22:25.095258,34.99,105.184
2024-04-29 14:22:25.398047,34.99,105.183
2024-04-29 14:22:25.803891,34.99,105.187
2024-04-29 14:22:26.209574,35.0,105.183
2024-04-29 14:22:26.614706,35.0,105.184
2024-04-29 14:22:26.917815,34.99,105.187
2024-04-29 14:22:27.323223,35.0,105.186
2024-04-29 14:22:27.724646,35.0,105.186
2024-04-29 14:22:28.027477,35.0,105.184
2024-04-29 14:22:28.433002,35.0,105.186
2024-04-29 14:22:28.838334,35.01,105.182
2024-04-29 14:22:29.244499,35.0,105.183
2024-04-29 14:22:29.547239,35.0,105.186
2024-04-29 14:22:29.953071,35.01,105.182
2024-04-29 14:22:30.358342,35.01,105.181
2024-04-29 14:22:30.661500,35.01,105.184
2024-04-29 14:22:31.066795,35.0,105.184
2024-04-29 14:22:31.468505,35.01,105.183
2024-04-29 14:22:31.771081,35.01,105.184
2024-04-29 14:22:32.177016,35.01,105.186
2024-04-29 14:22:32.582438,35.01,105.183
2024-04-29 14:22:32.987519,35.01,105.183
2024-04-29 14:22:33.291239,35.01,105.184
2024-04-29 14:22:33.696446,35.01,105.188
2024-04-29 14:22:34.101956,35.01,105.185
2024-04-29 14:22:34.405042,35.01,105.185
2024-04-29 14:22:34.810625,35.02,105.187
2024-04-29 14:22:35.211518,35.01,105.185
2024-04-29 14:22:35.617522,35.02,105.183
2024-04-29 14:22:35.920404,35.02,105.185
2024-04-29 14:22:36.325789,35.02,105.184
2024-04-29 14:22:36.731536,35.02,105.184
2024-04-29 14:22:37.034135,35.02,105.185
2024-04-29 14:22:37.439973,35.02,105.182
2024-04-29 14:22:37.845102,35.02,105.182
2024-04-29 14:22:38.148543,35.02,105.184
2024-04-29 14:22:38.553974,35.02,105.182
2024-04-29 14:22:38.959521,35.02,105.183
2024-04-29 14:22:39.361289,35.02,105.18
2024-04-29 14:22:39.668051,35.02,105.184
2024-04-29 14:22:40.069911,35.02,105.186
